time,wdir,gust,ws,rain,press,atemp,hum,dew
2019-02-14 12:12:39,222,79.06,48.43,8.941,993.59,19.7,75.291,15.208
2019-02-14 12:22:34,213,79.19,43.63,10.198,993.35,19.6,75.284,15.11
2019-02-14 12:32:35,230,79.67,40.09,8.801,993.18,19.5,75.329,15.023
2019-02-14 12:42:37,245,78.96,37.12,7.125,993.61,19.3,75.398,14.844
2019-02-14 12:52:37,234,69.35,48.39,5.588,993.93,19.2,75.421,14.752
2019-02-14 13:02:37,231,79.12,43.59,5.728,994.05,19.1,75.505,14.673
2019-02-14 13:12:37,274,73.46,16.14,5.448,994.67,18.7,75.413,14.268
2019-02-14 13:22:43,281,41,12.66,4.889,995.08,18.3,76.008,14.003
2019-02-14 13:32:38,276,58.77,20.53,3.492,995.24,18,76.062,13.724
2019-02-14 13:42:43,262,28.86,8.3,2.654,995.26,17.6,76.169,13.359
2019-02-14 13:52:39,256,19.69,5.68,1.956,995.42,17.4,76.291,13.19
2019-02-14 14:02:40,245,21.62,12.23,1.537,995.46,17.3,76.214,13.078
