rawAccX;rawAccY;rawAccZ;rawMagX;rawMagY;rawMagZ;accX;accY;accZ;magX;magY;magZ;accNorm;magNorm
-52;0;992;-127;369;-324;-0.076492;0.000000;1.459230;-19.050001;55.350002;-48.600002;9.741553;507.213959
-44;4;1024;-187;348;-320;-0.064724;0.005884;1.506302;-28.050001;52.200002;-48.000002;10.051353;508.402400
-64;-32;1040;-250;320;-318;-0.094144;-0.047072;1.529838;-37.500001;48.000002;-47.700002;10.223028;515.775145
32;12;920;-280;288;-315;0.047072;0.017652;1.353318;-42.000002;43.200002;-47.250002;9.028342;510.459597
-40;-20;992;-280;285;-316;-0.058840;-0.029420;1.459230;-42.000002;42.750002;-47.400002;9.738078;509.392776
-52;-100;992;-280;289;-316;-0.076492;-0.147100;1.459230;-42.000002;43.350002;-47.400002;9.790790;511.641476
-16;-12;988;-291;277;-311;-0.023536;-0.017652;1.453346;-43.650002;41.550002;-46.650002;9.690956;508.065941
-24;-12;996;-296;263;-313;-0.035304;-0.017652;1.465114;-44.400002;39.450002;-46.950002;9.770968;504.731612
-4;0;944;-308;251;-313;-0.005884;0.000000;1.388622;-46.200002;37.650001;-46.950002;9.257562;505.800356
-12;-16;996;-323;230;-313;-0.017652;-0.023536;1.465114;-48.450002;34.500001;-46.950002;9.769393;505.171258
-4;-8;1004;-332;204;-312;-0.005884;-0.011768;1.476882;-49.800002;30.600001;-46.800002;9.846268;499.183333
-40;-4;996;-337;182;-311;-0.058840;-0.005884;1.465114;-50.550002;27.300001;-46.650002;9.775376;493.370044
-24;-12;988;-332;179;-312;-0.035304;-0.017652;1.453346;-49.800002;26.850001;-46.800002;9.692543;489.498723
-40;-28;972;-324;210;-316;-0.058840;-0.041188;1.429810;-48.600002;31.500001;-47.400002;9.544083;498.930857
-20;-4;992;-307;245;-317;-0.029420;-0.005884;1.459230;-46.050002;36.750001;-47.550002;9.730253;504.740527
-20;-12;992;-289;270;-316;-0.029420;-0.017652;1.459230;-43.350002;40.500002;-47.400002;9.730886;506.238086
-24;-4;1004;-274;289;-317;-0.035304;-0.005884;1.476882;-41.100002;43.350002;-47.550002;9.848768;509.004912
-28;-16;988;-231;326;-318;-0.041188;-0.023536;1.453346;-34.650001;48.900002;-47.700002;9.694131;510.647628
-44;-8;992;-217;339;-319;-0.064724;-0.011768;1.459230;-32.550001;50.850002;-47.850002;9.738078;513.586409
-36;-4;992;-237;322;-318;-0.052956;-0.005884;1.459230;-35.550001;48.300002;-47.700002;9.734680;510.859080
-28;-12;992;-256;305;-318;-0.041188;-0.017652;1.459230;-38.400002;45.750002;-47.700002;9.732783;509.592975
-32;-12;988;-275;289;-316;-0.047072;-0.017652;1.453346;-41.250002;43.350002;-47.400002;9.694765;508.922391
-36;-8;996;-287;280;-314;-0.052956;-0.011768;1.465114;-43.050002;42.000002;-47.100002;9.774117;509.278902
-24;4;988;-295;260;-315;-0.035304;0.005884;1.453346;-44.250002;39.000002;-47.250002;9.691908;503.835291
-20;-4;992;-316;228;-313;-0.029420;-0.005884;1.459230;-47.400002;34.200001;-46.950002;9.730253;499.808964
-20;-8;996;-329;206;-313;-0.029420;-0.011768;1.465114;-49.350002;30.900001;-46.950002;9.769708;498.644162
-24;-8;996;-329;192;-314;-0.035304;-0.011768;1.465114;-49.350002;28.800001;-47.100002;9.770574;493.660815
-32;-4;992;-321;205;-316;-0.047072;-0.005884;1.459230;-48.150002;30.750001;-47.400002;9.733336;494.895949
-32;0;996;-316;224;-315;-0.047072;0.000000;1.465114;-47.400002;33.600001;-47.250002;9.772463;499.256447
-24;-12;1004;-295;261;-317;-0.035304;-0.017652;1.476882;-44.250002;39.150002;-47.550002;9.849393;505.603600
-24;4;996;-264;298;-319;-0.035304;0.005884;1.465114;-39.600002;44.700002;-47.850002;9.770338;510.157819
-16;-12;984;-238;322;-317;-0.023536;-0.017652;1.447462;-35.700001;48.300002;-47.550002;9.651737;510.702457
-32;-4;996;-212;339;-318;-0.047072;-0.005884;1.465114;-31.800001;50.850002;-47.700002;9.772542;510.870825
-28;-16;1008;-237;327;-318;-0.041188;-0.023536;1.482766;-35.550001;49.050002;-47.700002;9.890161;514.025291
-12;-8;988;-273;298;-314;-0.017652;-0.011768;1.453346;-40.950002;44.700002;-47.100002;9.690003;511.789996
-12;-8;976;-298;267;-315;-0.017652;-0.011768;1.435694;-44.700002;40.050002;-47.250002;9.572336;509.232756
-12;-4;992;-325;218;-312;-0.017652;-0.005884;1.459230;-48.750002;32.700001;-46.800002;9.728988;500.492757
-28;-12;984;-333;186;-312;-0.041188;-0.017652;1.447462;-49.950002;27.900001;-46.800002;9.654367;492.776826
-32;8;996;-331;194;-314;-0.047072;0.011768;1.465114;-49.650002;29.100001;-47.100002;9.772778;495.775151
-16;4;996;-321;210;-315;-0.023536;0.005884;1.465114;-48.150002;31.500001;-47.250002;9.768763;496.352697
-20;-12;972;-301;253;-317;-0.029420;-0.017652;1.429810;-45.150002;37.950002;-47.550002;9.534808;505.073262
-32;-12;996;-265;301;-316;-0.047072;-0.017652;1.465114;-39.750002;45.150002;-47.400002;9.773172;510.570269
-24;-8;996;-237;324;-318;-0.035304;-0.011768;1.465114;-35.550001;48.600002;-47.700002;9.770574;512.122056
-20;-8;988;-219;332;-317;-0.029420;-0.011768;1.453346;-32.850001;49.800002;-47.550002;9.691273;508.600039
-24;4;988;-238;323;-317;-0.035304;0.005884;1.453346;-35.700001;48.450002;-47.550002;9.691908;511.333551
-12;-12;1004;-260;313;-315;-0.017652;-0.017652;1.476882;-39.000002;46.950002;-47.250002;9.847284;514.581383
-12;-4;988;-272;299;-316;-0.017652;-0.005884;1.453346;-40.800002;44.850002;-47.400002;9.689765;513.070171
-8;-8;996;-298;260;-314;-0.011768;-0.011768;1.465114;-44.700002;39.000002;-47.100002;9.768054;504.975247
-8;-4;980;-317;231;-312;-0.011768;-0.005884;1.441578;-47.550002;34.650001;-46.800002;9.610918;501.192578
-28;0;1000;-336;190;-312;-0.041188;0.000000;1.470998;-50.400002;28.500001;-46.800002;9.810494;496.326505
-16;-8;1000;-335;178;-310;-0.023536;-0.011768;1.470998;-50.250002;26.700001;-46.500002;9.808219;489.907134
-16;0;1000;-331;193;-311;-0.023536;0.000000;1.470998;-49.650002;28.950001;-46.650002;9.807905;493.488602
-12;0;996;-318;220;-314;-0.017652;0.000000;1.465114;-47.700002;33.000001;-47.100002;9.768133;498.116452
-20;0;1000;-303;254;-317;-0.029420;0.000000;1.470998;-45.450002;38.100002;-47.550002;9.808611;506.768192
-12;-4;984;-289;277;-316;-0.017652;-0.005884;1.447462;-43.350002;41.550002;-47.400002;9.650541;510.005882
-4;-12;996;-260;301;-316;-0.005884;-0.017652;1.465114;-39.000002;45.150002;-47.400002;9.768211;507.993110
-8;-12;984;-221;337;-319;-0.011768;-0.017652;1.447462;-33.150001;50.550002;-47.850002;9.650780;513.975680
-20;12;984;-166;360;-321;-0.029420;0.017652;1.447462;-24.900001;54.000002;-48.150002;9.652454;510.095089
-8;-24;1004;-125;370;-322;-0.011768;-0.035304;1.476882;-18.750001;55.500002;-48.300002;9.849003;506.170920
-12;-4;992;-78;369;-325;-0.017652;-0.005884;1.459230;-11.700000;55.350002;-48.750002;9.728988;497.865444
-4;-24;960;-71;376;-326;-0.005884;-0.035304;1.412158;-10.650000;56.400002;-48.900002;9.417408;502.685787
4;-16;976;-52;376;-326;0.005884;-0.023536;1.435694;-7.800000;56.400002;-48.900002;9.572657;500.355873
-12;-12;972;-45;373;-325;-0.017652;-0.017652;1.429810;-6.750000;55.950002;-48.750002;9.533517;496.768558
-52;-4;980;-4;362;-328;-0.076492;-0.005884;1.441578;-0.600000;54.300002;-49.200002;9.624117;488.512026
-48;4;1044;26;358;-327;-0.070608;0.005884;1.535722;3.900000;53.700002;-49.050002;10.249033;485.560501
-40;-4;996;23;353;-330;-0.058840;-0.005884;1.465114;3.450000;52.950002;-49.500002;9.775376;483.774741
-68;0;1016;23;350;-328;-0.100028;0.000000;1.494534;3.450000;52.500002;-49.200002;9.985848;480.221824
-16;0;996;72;328;-330;-0.023536;0.000000;1.465114;10.800000;49.200002;-49.500002;9.768684;470.816312
-32;-8;1000;126;286;-334;-0.047072;-0.011768;1.470998;18.900001;42.900002;-50.100002;9.811984;457.414473
-56;-24;1004;171;208;-336;-0.082376;-0.035304;1.476882;25.650001;31.200001;-50.400002;9.863990;430.582164
-24;-16;988;183;146;-336;-0.035304;-0.023536;1.453346;27.450001;21.900001;-50.400002;9.693099;409.513126
112;-40;816;184;75;-336;0.164752;-0.058840;1.200334;27.600001;11.250000;-50.400002;8.086771;390.354967
-28;-20;956;167;15;-340;-0.041188;-0.029420;1.406274;25.050001;2.250000;-51.000002;9.381229;379.096294
-48;12;992;137;-39;-339;-0.070608;0.017652;1.459230;20.550001;-5.850000;-50.850002;9.740290;367.710484
-76;-40;1028;124;-47;-340;-0.111796;-0.058840;1.512185;18.600001;-7.050000;-51.000002;10.116357;364.945201
-32;-12;988;148;-18;-340;-0.047072;-0.017652;1.453346;22.200001;-2.700000;-51.000002;9.694765;371.251936
-32;-8;1004;148;-13;-344;-0.047072;-0.011768;1.476882;22.200001;-1.950000;-51.600002;9.851190;374.711889
-28;-12;988;146;-11;-345;-0.041188;-0.017652;1.453346;21.900001;-1.650000;-51.750002;9.693575;374.782604
-28;-20;984;149;-12;-345;-0.041188;-0.029420;1.447462;22.350001;-1.800000;-51.750002;9.655642;375.992021
