rawAccX;rawAccY;rawAccZ;rawMagX;rawMagY;rawMagZ;accX;accY;accZ;magX;magY;magZ;accNorm;magNorm
-36;60;1000;-313;191;-355;-884575.535150;1474292.608583;24571544.176385;-46.950002;28.650001;-53.250002;164210805.919661;510.367515
-12;116;984;-316;179;-354;-294858.517967;2850298.913261;24178397.760763;-47.400002;26.850001;-53.100002;162317386.842533;507.161710
-24;64;980;-324;155;-351;-589717.035933;1572578.762489;24080112.956858;-48.600002;23.250001;-52.650002;160924076.488134;502.197172
-56;36;1004;-326;123;-346;-1376006.454678;884575.535150;24669828.980291;-48.900002;18.450001;-51.900002;164826680.819935;491.040732
-60;112;984;-328;87;-341;-1474292.608583;2752012.909355;24178397.760763;-49.200002;13.050001;-51.150002;162527534.049205;481.075878
-24;80;996;-326;71;-338;-589717.035933;1965723.528111;24473256.972480;-48.900002;10.650000;-50.700002;163727699.967999;474.932627
-52;20;1000;-324;48;-334;-1277720.300772;491430.882028;24571544.176385;-48.600002;7.200000;-50.100002;164064324.588368;467.799102
-40;116;976;-316;25;-332;-982861.764055;2850298.913261;23981825.752952;-47.400002;3.750000;-49.800002;161137365.989759;459.026143
-48;32;1012;-307;2;-331;-1179434.071866;786289.381244;24866400.988102;-46.050002;0.300000;-49.650002;166045129.678149;451.457639
-40;32;1000;-293;-17;-333;-982861.764055;786289.381244;24571544.176385;-43.950002;-2.550000;-49.950002;164025066.287898;443.877235
-56;72;992;-284;-27;-331;-1376006.454678;1769151.070300;24374972.168574;-42.600002;-4.050000;-49.650002;163185308.417485;436.973683
-80;60;1000;-269;-45;-329;-1965723.528111;1474292.608583;24571544.176385;-40.350002;-6.750000;-49.350002;164627301.966098;427.348804
-48;32;980;-253;-65;-330;-1179434.071866;786289.381244;24080112.956858;-37.950002;-9.750000;-49.500002;160811982.623434;420.872902
-52;68;996;-232;-86;-332;-1277720.300772;1670864.916394;24473256.972480;-34.800001;-12.900001;-49.800002;163756542.549639;414.057967
-24;96;892;-212;-103;-331;-589717.035933;2358868.143733;21917816.070936;-31.800001;-15.450001;-49.650002;147015138.717600;406.342220
-108;72;1008;-194;-112;-327;-2653726.605450;1769151.070300;24768116.184196;-29.100001;-16.800001;-49.050002;166484125.390457;396.369777
-92;40;1004;-158;-129;-328;-2260581.989827;982861.764055;24669828.980291;-23.700001;-19.350001;-49.200002;165284490.264737;386.249919
-80;68;1004;-141;-140;-329;-1965723.528111;1670864.916394;24669828.980291;-21.150001;-21.000001;-49.350002;165362399.538902;384.346198
-64;24;1008;-128;-145;-330;-1572578.762489;589717.035933;24768116.184196;-19.200001;-21.750001;-49.500002;165499956.426043;382.503595
-80;56;1000;-117;-143;-327;-1965723.528111;1376006.454678;24571544.176385;-17.550001;-21.450001;-49.050002;164589482.251272;375.588871
-56;48;964;-108;-146;-327;-1376006.454678;1179434.071866;23686968.941236;-16.200001;-21.900001;-49.050002;158374648.822228;374.044115
-48;20;964;-91;-147;-331;-1179434.071866;491430.882028;23686968.941236;-13.650001;-22.050001;-49.650002;158142695.330651;373.431386
-32;76;976;-70;-150;-332;-786289.381244;1867437.374205;23981825.752952;-10.500000;-22.500001;-49.800002;160448467.843417;370.977088
-68;40;1000;-37;-156;-337;-1670864.916394;982861.764055;24571544.176385;-5.550000;-23.400001;-50.550002;164319274.820820;373.194319
-40;48;1004;-3;-147;-337;-982861.764055;1179434.071866;24669828.980291;-0.450000;-22.050001;-50.550002;164783695.976052;367.677848
-88;32;980;22;-146;-341;-2162295.835922;786289.381244;24080112.956858;3.300000;-21.900001;-51.150002;161265215.342089;371.592519
-88;16;964;33;-132;-342;-2162295.835922;393144.690622;23686968.941236;4.950000;-19.800001;-51.300002;158591374.107445;368.072004
-52;40;956;50;-120;-344;-1277720.300772;982861.764055;23490394.533424;7.500000;-18.000001;-51.600002;156970935.411715;367.744477
-56;40;1024;63;-112;-349;-1376006.454678;982861.764055;25161260.199819;9.450000;-16.800001;-52.350002;168120112.527112;371.905902
-80;24;984;83;-105;-349;-1965723.528111;589717.035933;24178397.760763;12.450000;-15.750001;-52.350002;161768930.769919;373.784697
-60;52;972;93;-97;-353;-1474292.608583;1277720.300772;23883540.949047;13.950001;-14.550001;-52.950002;159753920.555869;377.712854
-76;20;1016;111;-73;-355;-1867437.374205;491430.882028;24964688.192008;16.650001;-10.950000;-53.250002;166928385.623682;379.044852
-64;24;996;128;-47;-363;-1572578.762489;589717.035933;24473256.972480;19.200001;-7.050000;-54.450002;163538786.315399;387.765393
-64;56;972;143;-19;-368;-1572578.762489;1376006.454678;23883540.949047;21.450001;-2.850000;-55.200002;159831839.452474;395.264468
-60;28;988;148;1;-373;-1474292.608583;688003.227339;24276684.964669;22.200001;0.150000;-55.950002;162207586.199091;401.290419
-60;44;996;159;17;-376;-1474292.608583;1081147.917961;24473256.972480;23.850001;2.550000;-56.400002;163609654.495372;408.590259
-68;48;956;159;39;-379;-1670864.916394;1179434.071866;23490394.533424;23.850001;5.850000;-56.850002;157195058.651376;412.847429
-64;40;996;161;59;-384;-1572578.762489;982861.764055;24473256.972480;24.150001;8.850000;-57.600002;163622774.858609;420.544885
-52;12;988;162;69;-384;-1277720.300772;294858.517967;24276684.964669;24.300001;10.350000;-57.600002;162080487.085457;422.446446
-76;20;984;160;81;-385;-1867437.374205;491430.882028;24178397.760763;24.000001;12.150000;-57.750002;161702566.210696;424.718730
-44;44;980;162;79;-385;-1081147.917961;1081147.917961;24080112.956858;24.300001;11.850000;-57.750002;160857363.370683;425.099988
-60;40;976;163;40;-379;-1474292.608583;982861.764055;23981825.752952;24.450001;6.000000;-56.850002;160314617.955701;414.499698
-48;40;1000;157;12;-370;-1179434.071866;982861.764055;24571544.176385;23.550001;1.800000;-55.500002;164129734.190063;402.110681
-80;60;972;144;-25;-364;-1965723.528111;1474292.608583;23883540.949047;21.600001;-3.750000;-54.600002;160064027.485735;392.246096
-68;36;1000;120;-70;-352;-1670864.916394;884575.535150;24571544.176385;18.000001;-10.500000;-52.800002;164294450.895895;378.423044
-56;80;972;82;-102;-345;-1376006.454678;1965723.528111;23883540.949047;12.300000;-15.300001;-51.750002;160025129.308052;368.989160
-64;8;992;62;-118;-344;-1572578.762489;196572.345311;24374972.168574;9.300000;-17.700001;-51.600002;162842918.919825;368.922756
-64;-20;936;35;-133;-338;-1572578.762489;-491430.882028;22998965.713897;5.250000;-19.950001;-50.700002;153719353.214002;364.908208
-68;64;980;-2;-149;-336;-1670864.916394;1572578.762489;24080112.956858;-0.300000;-22.350001;-50.400002;161261221.769347;367.560879
-92;36;976;-50;-160;-333;-2260581.989827;884575.535150;23981825.752952;-7.500000;-24.000001;-49.950002;160695796.125572;372.812285
-36;88;928;-85;-151;-332;-884575.535150;2162295.835922;22802391.306086;-12.750001;-22.650001;-49.800002;152811722.162300;374.499666
-76;36;972;-135;-145;-330;-1867437.374205;884575.535150;23883540.949047;-20.250001;-21.750001;-49.500002;159818407.897663;384.902585
-100;44;976;-188;-139;-334;-2457154.297639;1081147.917961;23981825.752952;-28.200001;-20.850001;-50.100002;160877373.345607;407.702097
-48;-16;960;-237;-95;-331;-1179434.071866;-393144.690622;23588681.737330;-35.550001;-14.250001;-49.650002;157476134.239671;418.037080
-60;52;988;-236;-95;-333;-1474292.608583;1277720.300772;24276684.964669;-35.400001;-14.250001;-49.950002;162366320.207131;419.058468
-48;56;988;-235;-96;-331;-1179434.071866;1376006.454678;24276684.964669;-35.250001;-14.400001;-49.650002;162294909.110001;417.135470
-56;56;984;-235;-91;-332;-1376006.454678;1376006.454678;24178397.760763;-35.250001;-13.650001;-49.800002;161710531.374763;416.809309
-48;56;984;-239;-93;-331;-1179434.071866;1376006.454678;24178397.760763;-35.850001;-13.950001;-49.650002;161641486.705805;418.725447
-52;60;976;-240;-89;-331;-1277720.300772;1474292.608583;23981825.752952;-36.000001;-13.350001;-49.650002;160406986.311991;418.428011
-52;60;996;-255;-78;-336;-1277720.300772;1474292.608583;24473256.972480;-38.250002;-11.700000;-50.400002;163672622.675304;428.958040
-68;96;984;-281;-45;-333;-1670864.916394;2358868.143733;24178397.760763;-42.150002;-6.750000;-49.950002;162337223.723749;438.035387
-60;92;976;-302;-9;-334;-1474292.608583;2260581.989827;23981825.752952;-45.300002;-1.350000;-50.100002;160888048.004055;450.378730
-40;92;992;-309;11;-338;-982861.764055;2260581.989827;24374972.168574;-46.350002;1.650000;-50.700002;163328635.129423;458.089511
-56;48;968;-319;39;-340;-1376006.454678;1179434.071866;23785253.745141;-47.850002;5.850000;-51.000002;159027979.228265;467.848266
-64;-16;1000;-325;66;-343;-1572578.762489;-393144.690622;24571544.176385;-48.750002;9.900000;-51.450002;164166352.180090;477.105858
-44;168;972;-334;95;-345;-1081147.917961;4128019.364033;23883540.949047;-50.100002;14.250001;-51.750002;161745054.009874;489.495659
-76;4;996;-330;125;-355;-1867437.374205;98286.172656;24473256.972480;-49.500002;18.750001;-53.250002;163630646.610921;500.549698
-84;100;984;-325;156;-359;-2064009.682016;2457154.297639;24178397.760763;-48.750002;23.400001;-53.850002;162602803.612528;508.765172
-44;80;988;-318;173;-353;-1081147.917961;1965723.528111;24276684.964669;-47.700002;25.950001;-52.950002;162534144.849677;505.630300
-52;-36;984;-306;205;-361;-1277720.300772;-884575.535150;24178397.760763;-45.900002;30.750001;-54.150002;161521916.596233;515.734428
4;20;944;-292;231;-362;98286.172656;491430.882028;23195537.721708;-43.800002;34.650001;-54.300002;154673001.580573;519.296640
-4;-8;1036;-271;255;-362;-98286.172656;-196572.345311;25456119.411535;-40.650002;38.250002;-54.300002;169713780.603260;519.143525
-36;48;992;-238;279;-362;-884575.535150;1179434.071866;24374972.168574;-35.700001;41.850002;-54.300002;162796773.027717;515.295061
4;16;1008;-189;307;-361;98286.172656;393144.690622;24768116.184196;-28.350001;46.050002;-54.150002;165142867.907615;510.187221
-32;16;992;-178;311;-365;-786289.381244;393144.690622;24374972.168574;-26.700001;46.650002;-54.750002;162605457.702342;511.497801
-16;28;956;-133;328;-366;-393144.690622;688003.227339;23490394.533424;-19.950001;49.200002;-54.900002;156691700.499436;509.145362
-12;28;952;-91;332;-365;-294858.517967;688003.227339;23392109.729519;-13.650001;49.800002;-54.750002;156027211.879204;501.727017
-84;20;1016;-42;328;-369;-2064009.682016;491430.882028;24964688.192008;-6.300000;49.200002;-55.350002;167031234.193602;495.488648
-104;-4;960;-16;315;-372;-2555440.601544;-98286.172656;23588681.737330;-2.400000;47.250002;-55.800002;158179335.383650;487.714056
-40;40;988;-14;317;-374;-982861.764055;982861.764055;24276684.964669;-2.100000;47.550002;-56.100002;162109622.769669;490.470183
-40;40;988;-14;315;-374;-982861.764055;982861.764055;24276684.964669;-2.100000;47.250002;-56.100002;162109622.769669;489.179926
-44;44;980;-15;315;-372;-1081147.917961;1081147.917961;24080112.956858;-2.250000;47.250002;-55.800002;160857363.370683;487.682274
-40;32;992;-13;317;-373;-982861.764055;786289.381244;24374972.168574;-1.950000;47.550002;-55.950002;162716316.072308;489.680508
-60;44;1012;-10;317;-372;-1474292.608583;1081147.917961;24866400.988102;-1.500000;47.550002;-55.800002;166223446.428876;488.848647
-40;64;992;-7;312;-375;-982861.764055;1572578.762489;24374972.168574;-1.050000;46.800002;-56.250002;162969423.436013;487.870885
-60;28;1012;26;299;-374;-1474292.608583;688003.227339;24866400.988102;3.900000;44.850002;-56.100002;166130435.486524;479.534149
-52;44;984;53;285;-378;-1277720.300772;1081147.917961;24178397.760763;7.950000;42.750002;-56.700002;161575069.801849;476.359108
-68;88;968;86;261;-380;-1670864.916394;2162295.835922;23785253.745141;12.900001;39.150002;-57.000002;159611411.875125;468.953089
-40;28;992;105;237;-381;-982861.764055;688003.227339;24374972.168574;15.750001;35.550001;-57.150002;162696525.480145;460.819921
-28;12;972;119;216;-379;-688003.227339;294858.517967;23883540.949047;17.850001;32.400001;-56.850002;159301778.308205;452.170322
-44;36;988;130;199;-377;-1081147.917961;884575.535150;24276684.964669;19.500001;29.850001;-56.550002;162112271.189331;445.679257
-76;52;988;146;170;-379;-1867437.374205;1277720.300772;24276684.964669;21.900001;25.500001;-56.850002;162546031.380180;440.291949
-60;16;1024;158;146;-376;-1474292.608583;393144.690622;25161260.199819;23.700001;21.900001;-56.400002;168049869.025444;433.192798
-44;8;1004;164;120;-372;-1081147.917961;196572.345311;24669828.980291;24.600001;18.000001;-55.800002;164628596.808570;423.886777
-48;8;996;166;106;-371;-1179434.071866;196572.345311;24473256.972480;24.900001;15.900001;-55.650002;163349654.224677;420.039284
-88;4;1008;167;89;-371;-2162295.835922;98286.172656;24768116.184196;25.050001;13.350001;-55.650002;165750108.247581;416.474489
-48;56;1000;168;62;-367;-1179434.071866;1376006.454678;24571544.176385;25.200001;9.300000;-55.050002;164255247.636332;408.358911
-56;-32;976;163;45;-363;-1376006.454678;-786289.381244;23981825.752952;24.450001;6.750000;-54.450002;160227555.584433;400.453493
-36;-20;992;161;16;-362;-884575.535150;-491430.882028;24374972.168574;24.150001;2.400000;-54.300002;162639779.076836;396.511034
-68;8;952;150;-7;-359;-1670864.916394;196572.345311;23392109.729519;22.500001;-1.050000;-53.850002;156350202.947937;389.140078
-72;0;988;135;-32;-352;-1769151.070300;0.000000;24276684.964669;20.250001;-4.800000;-52.800002;162273744.202903;378.355653
-60;104;976;120;-56;-348;-1474292.608583;2555440.601544;23981825.752952;18.000001;-8.400000;-52.200002;161084068.514952;372.343927
-100;12;984;102;-73;-343;-2457154.297639;294858.517967;24178397.760763;15.300001;-10.950000;-51.450002;162031467.467764;365.215005
-84;52;1040;89;-88;-343;-2064009.682016;1277720.300772;25554404.215441;13.350001;-13.200001;-51.450002;171129610.084718;365.121897
-60;16;1020;68;-103;-339;-1474292.608583;393144.690622;25062975.395913;10.200000;-15.450001;-50.850002;167395843.175991;360.768624
12;152;956;58;-108;-340;294858.517967;3734874.748411;23490394.533424;8.700000;-16.200001;-51.000002;158581885.094015;361.424958
-28;-8;928;28;-127;-337;-688003.227339;-196572.345311;22802391.306086;4.200000;-19.050001;-50.550002;152090761.943298;361.222923
-28;-20;1016;1;-133;-339;-688003.227339;-491430.882028;24964688.192008;0.150000;-19.950001;-50.850002;166526669.160718;364.157933
-44;60;980;-23;-142;-335;-1081147.917961;1474292.608583;24080112.956858;-3.450000;-21.300001;-50.250002;160996095.630111;364.579210
-64;24;1004;-41;-144;-334;-1572578.762489;589717.035933;24669828.980291;-6.150000;-21.600001;-50.100002;164846215.670796;366.023223
-52;0;972;-72;-147;-332;-1277720.300772;0.000000;23883540.949047;-10.800000;-22.050001;-49.800002;159451288.551828;370.158074
-40;84;988;-97;-147;-332;-982861.764055;2064009.682016;24276684.964669;-14.550001;-22.050001;-49.800002;162560558.129403;375.821766
-80;28;924;-129;-143;-333;-1965723.528111;688003.227339;22704106.502180;-19.350001;-21.450001;-49.950002;151996173.662518;384.680387
-48;92;980;-146;-137;-330;-1179434.071866;2260581.989827;24080112.956858;-21.900001;-20.550001;-49.500002;161431525.088431;385.985751
-92;36;1128;-181;-126;-330;-2260581.989827;884575.535150;27716701.101363;-27.150001;-18.900001;-49.500002;185485328.947459;396.909310
-56;12;964;-209;-111;-330;-1376006.454678;294858.517967;23686968.941236;-31.350001;-16.650001;-49.500002;158191555.918003;406.081273
-56;-28;972;-224;-97;-332;-1376006.454678;-688003.227339;23883540.949047;-33.600001;-14.550001;-49.800002;159553575.111956;412.078876
-64;68;1008;-240;-90;-334;-1572578.762489;1670864.916394;24768116.184196;-36.000001;-13.500001;-50.100002;165827798.725080;421.017814
-96;120;984;-257;-74;-334;-2358868.143733;2948585.217166;24178397.760763;-38.550002;-11.100000;-50.100002;163143193.325169;427.879656
-52;88;976;-274;-55;-334;-1277720.300772;2162295.835922;23981825.752952;-41.100002;-8.250000;-50.100002;160753228.781899;435.496269
-124;-24;1120;-290;-34;-336;-3046871.521072;-589717.035933;27520129.093552;-43.500002;-5.100000;-50.400002;184630397.956970;445.142674
-32;160;968;-294;-23;-338;-786289.381244;3931447.056222;23785253.745141;-44.100002;-3.450000;-50.700002;160805303.454464;448.563262
-12;80;916;-304;-9;-339;-294858.517967;1965723.528111;22507534.494369;-45.600002;-1.350000;-50.850002;150634226.445050;455.431663
-52;76;1012;-311;1;-342;-1277720.300772;1867437.374205;24866400.988102;-46.650002;0.150000;-51.300002;166460904.995296;462.261831
-52;52;988;-317;11;-349;-1277720.300772;1277720.300772;24276684.964669;-47.550002;1.650000;-52.350002;162292263.676831;471.604707
-24;28;980;-322;26;-348;-589717.035933;688003.227339;24080112.956858;-48.300002;3.900000;-52.200002;160647704.066394;474.830496
-52;44;984;-327;43;-352;-1277720.300772;1081147.917961;24178397.760763;-49.050002;6.450000;-52.800002;161575069.801849;482.371226
-16;84;984;-333;56;-354;-393144.690622;2064009.682016;24178397.760763;-49.950002;8.400000;-53.100002;161796795.763166;489.224897
-32;80;1000;-336;73;-360;-786289.381244;1965723.528111;24571544.176385;-50.400002;10.950000;-54.000002;164417227.382490;497.820249
-44;64;976;-339;92;-365;-1081147.917961;1572578.762489;23981825.752952;-50.850002;13.800001;-54.750002;160384233.809964;506.566876
-28;108;984;-343;104;-369;-688003.227339;2653726.605450;24178397.760763;-51.450002;15.600001;-55.350002;162222136.393042;514.418118
-44;52;948;-354;124;-385;-1081147.917961;1277720.300772;23293822.525613;-53.100002;18.600001;-57.750002;155692513.842367;537.510000
-48;64;1016;-365;145;-400;-1179434.071866;1572578.762489;24964688.192008;-54.750002;21.750001;-60.000002;166946388.650950;560.580057
-12;40;944;-371;168;-410;-294858.517967;982861.764055;23195537.721708;-55.650002;25.200001;-61.500002;154788154.319858;577.897050
-24;48;1000;-394;203;-425;-589717.035933;1179434.071866;24571544.176385;-59.100002;30.450001;-63.750003;164046005.200929;614.060258
-32;96;976;-399;242;-431;-786289.381244;2358868.143733;23981825.752952;-59.850002;36.300001;-64.650003;160735867.553246;635.236964
-16;36;972;-382;294;-440;-393144.690622;884575.535150;23883540.949047;-57.300002;44.100002;-66.000003;159354324.904846;652.656112
-36;40;996;-355;334;-442;-884575.535150;982861.764055;24473256.972480;-53.250002;50.100002;-66.300003;163393016.337528;657.985562
-32;28;984;-302;366;-436;-786289.381244;688003.227339;24178397.760763;-45.300002;54.900002;-65.400003;161339734.193049;644.403600
-40;24;1000;-256;387;-440;-982861.764055;589717.035933;24571544.176385;-38.400002;58.050002;-66.000003;163988416.739282;639.456801
-12;20;988;-204;403;-435;-294858.517967;491430.882028;24276684.964669;-30.600001;60.450002;-65.250003;161889651.287835;627.096484
-48;88;984;-164;405;-435;-1179434.071866;2162295.835922;24178397.760763;-24.600001;60.750002;-65.250003;162023518.093728;616.559811
-44;52;976;-115;402;-429;-1081147.917961;1277720.300772;23981825.752952;-17.250001;60.300002;-64.350003;160267744.103807;599.057593
-4;56;948;-79;390;-418;-98286.172656;1376006.454678;23293822.525613;-11.850000;58.500002;-62.700002;155564231.609602;577.117839
-88;84;1020;-66;379;-411;-2162295.835922;2064009.682016;25062975.395913;-9.900000;56.850002;-61.650002;168270726.881074;562.954705
-28;20;984;-51;368;-407;-688003.227339;491430.882028;24178397.760763;-7.650000;55.200002;-61.050002;161287834.426404;551.066239
-12;88;852;-43;360;-401;-294858.517967;2162295.835922;20934956.031880;-6.450000;54.000002;-60.150002;140322614.582759;540.601517
-28;40;988;-58;367;-404;-688003.227339;982861.764055;24276684.964669;-8.700000;55.050002;-60.600002;162042072.946714;548.879768
-36;56;976;-64;368;-404;-884575.535150;1376006.454678;23981825.752952;-9.600000;55.200002;-60.600002;160250330.305215;550.214504
-20;48;952;-67;370;-408;-491430.882028;1179434.071866;23392109.729519;-10.050000;55.500002;-61.200002;156179856.863522;554.845023
-16;40;980;-64;369;-408;-393144.690622;982861.764055;24080112.956858;-9.600000;55.350002;-61.200002;160689123.442820;553.823979
-40;116;992;-60;362;-399;-982861.764055;2850298.913261;24374972.168574;-9.000000;54.300002;-59.850002;163738197.731837;542.074718
-24;44;996;-47;352;-392;-589717.035933;1081147.917961;24473256.972480;-7.050000;52.800002;-58.800002;163361481.400942;528.939505
-32;8;996;-26;343;-389;-786289.381244;196572.345311;24473256.972480;-3.900000;51.450002;-58.350002;163244486.157329;519.274494
-44;84;972;-7;332;-380;-1081147.917961;2064009.682016;23883540.949047;-1.050000;49.800002;-57.000002;159979512.478332;504.651365
-8;20;1008;25;311;-367;-196572.345311;491430.882028;24768116.184196;3.750000;46.650002;-55.050002;165158466.064425;481.700114
-4;40;924;44;300;-367;-98286.172656;982861.764055;22704106.502180;6.600000;45.000002;-55.050002;151503881.642593;476.051468
-16;4;996;70;284;-368;-393144.690622;98286.172656;24473256.972480;10.500000;42.600002;-55.200002;163177406.135910;470.085099
-36;-8;1004;88;268;-367;-884575.535150;-196572.345311;24669828.980291;13.200001;40.200002;-55.050002;164576429.802712;462.879034
-24;76;968;106;247;-367;-589717.035933;1867437.374205;23785253.745141;15.900001;37.050001;-55.050002;159104904.454636;454.899989
-28;92;968;120;233;-367;-688003.227339;2260581.989827;23785253.745141;18.000001;34.950001;-55.050002;159348929.458416;450.974500
-20;0;968;129;208;-370;-491430.882028;0.000000;23785253.745141;19.350001;31.200001;-55.500002;158602193.490860;443.627096
