rawAccX;rawAccY;rawAccZ;rawMagX;rawMagY;rawMagZ;accX;accY;accZ;magX;magY;magZ;accNorm;magNorm
-36;420;880;157;-211;-240;-0.005534;0.064565;0.135280;0.066143;-0.088893;-0.101110;9.568879;356.047750
12;764;628;106;-324;-108;0.001820;0.115869;0.095243;0.044463;-0.135907;-0.045302;9.699288;357.597539
64;952;540;83;-362;-1;0.008756;0.130249;0.073881;0.033522;-0.146206;-0.000404;10.751596;371.394669
104;988;248;74;-368;59;0.015235;0.144734;0.036330;0.029212;-0.145273;0.023291;10.041474;379.974999
24;1056;108;118;-348;106;0.003391;0.149184;0.015257;0.046281;-0.136490;0.041575;10.412501;382.444767
-12;1028;84;139;-339;126;-0.001745;0.149492;0.012215;0.053813;-0.131243;0.048780;10.115520;387.450642
64;1104;-40;122;-332;173;0.008675;0.149651;-0.005422;0.046477;-0.126477;0.065905;10.851812;393.747381
52;1028;-236;108;-307;251;0.007386;0.146020;-0.033522;0.039417;-0.112046;0.091608;10.356045;410.991484
0;1032;-424;107;-254;322;0.000000;0.138746;-0.057004;0.037867;-0.089890;0.113955;10.941339;423.850209
104;784;-652;88;-160;410;0.015220;0.114734;-0.095417;0.029410;-0.053473;0.137024;10.051582;448.825133
144;584;-852;69;-35;471;0.020711;0.083994;-0.122540;0.021684;-0.010999;0.148016;10.227618;477.312267
136;168;-992;46;115;496;0.020093;0.024821;-0.146561;0.013497;0.033742;0.145531;9.956450;511.230868
232;-300;-1004;20;371;434;0.032425;-0.041929;-0.140323;0.005251;0.097407;0.113948;10.524871;571.311649
284;-708;-788;22;480;353;0.038842;-0.096831;-0.107773;0.005535;0.120758;0.088808;10.755459;596.232337
272;-744;-692;13;535;287;0.038789;-0.106099;-0.098683;0.003211;0.132151;0.070892;10.315105;607.258594
292;-816;-392;11;574;222;0.046047;-0.128679;-0.061817;0.002681;0.139879;0.054099;9.328099;615.533102
224;-1024;-8;16;607;56;0.032054;-0.146531;-0.001145;0.003936;0.149314;0.013775;10.279765;609.787668
208;-1232;44;32;604;-28;0.024956;-0.147815;0.005279;0.007927;0.149630;-0.006936;12.260369;605.494839
256;-904;252;29;571;-135;0.039475;-0.139398;0.038859;0.007405;0.145798;-0.034471;9.539487;587.458084
300;-892;516;31;535;-207;0.041928;-0.124665;0.072116;0.008094;0.139690;-0.054048;10.525236;574.486727
208;-988;560;52;514;-237;0.027023;-0.128361;0.072755;0.013723;0.135646;-0.062545;11.322363;568.391590
180;-732;632;73;447;-293;0.027448;-0.111620;0.096372;0.020299;0.124297;-0.081475;9.646714;539.432109
132;-616;756;98;368;-339;0.020120;-0.093895;0.115234;0.028832;0.108267;-0.099735;9.650542;509.851939
100;-420;872;112;325;-354;0.015416;-0.064746;0.134426;0.034047;0.098796;-0.107611;9.542148;493.441993
-16;-264;1016;157;159;-375;-0.002286;-0.037719;0.145162;0.053949;0.054636;-0.128858;10.295620;436.526059
4;-100;964;167;65;-371;0.000619;-0.015477;0.149198;0.060799;0.023664;-0.135068;9.504421;412.013349
-52;32;972;196;25;-349;-0.008009;0.004929;0.149705;0.073307;0.009350;-0.130532;9.550852;401.051119
-104;-64;972;205;40;-344;-0.015924;-0.009800;0.148830;0.076408;0.014909;-0.128217;9.606995;402.443785
-108;8;1000;207;52;-345;-0.016106;0.001193;0.149128;0.076538;0.019227;-0.127563;9.863989;405.682142
-96;-20;1004;208;62;-347;-0.014275;-0.002974;0.149290;0.076230;0.022722;-0.127172;9.892729;409.288407
-68;20;912;211;72;-344;-0.011151;0.003280;0.149549;0.077209;0.026346;-0.125876;8.970636;409.928042
-88;28;992;206;43;-344;-0.013249;0.004216;0.149354;0.076625;0.015995;-0.127956;9.770259;403.262942
-96;-4;980;209;48;-341;-0.014624;-0.000609;0.149284;0.077826;0.017874;-0.126979;9.656598;402.822542
-120;12;992;189;-5;-342;-0.018013;0.001801;0.148904;0.072547;-0.001919;-0.131275;9.799823;390.781269
-124;-32;968;152;-61;-346;-0.019049;-0.004916;0.148704;0.059560;-0.023902;-0.135578;9.575550;382.806740
-104;16;980;106;-97;-348;-0.015827;0.002435;0.149143;0.042232;-0.038646;-0.138647;9.665756;376.495684
-116;-20;976;71;-118;-348;-0.017700;-0.003052;0.148921;0.028456;-0.047294;-0.139476;9.640651;374.257932
-128;20;988;30;-133;-346;-0.019268;0.003011;0.148727;0.012100;-0.053644;-0.139556;9.771913;371.893802
-20;-60;896;-40;-142;-350;-0.003340;-0.010020;0.149628;-0.015797;-0.056079;-0.138223;8.808621;379.821010
-112;28;992;-102;-134;-350;-0.016822;0.004205;0.148994;-0.039392;-0.051750;-0.135167;9.793854;388.407003
-112;-68;952;-137;-122;-351;-0.017482;-0.010614;0.148599;-0.051888;-0.046207;-0.132938;9.423941;396.047977
-96;12;964;-157;-113;-354;-0.014863;0.001858;0.149250;-0.058378;-0.042018;-0.131630;9.501101;403.403024
